ID,SMILES,mw,Group,SA,_nn_tanimoto,scaffold
EN300-7047628,CN(CCCN)CCNC(=O)OC(C)(C)C,231.34,Comprehensive,2.1831572665571226,0.8823529411764706,
EN300-7545085,CC(C)(C)OC(=O)N1CCC(c2nnc(CN)s2)CC1,298.41,Comprehensive,2.4880276835033257,0.782608695652174,c1nnc(C2CCNCC2)s1
EN300-37454314,CC(C)(C)OC(=O)N1CC[C@@H](OCCCN)C1,244.33,Comprehensive,2.7033388835291454,1.0,C1CCNC1
EN300-46591021,CC(C)(C)OC(=O)NCCc1nc(CN)cs1.Cl,293.81,Comprehensive,2.467217717317609,0.975,c1cscn1
EN300-32360537,CC(C)(C)OC(=O)N1CC(O[C@H]2CC[C@H](N)CC2)C1,270.37,Comprehensive,2.569846228592392,1.0,C1CCC(OC2CNC2)CC1
EN300-45474602,CC(C)(C)OC(=O)NCCn1cnc(CN)n1,241.29,Comprehensive,2.624777618629853,0.6956521739130435,c1nc[nH]n1
EN300-12586611,CC(C)(C)OC(=O)N1CCN(c2ccc(CCCN)cc2)CC1,319.44,Comprehensive,1.9425251095122944,0.8780487804878049,c1ccc(N2CCNCC2)cc1
EN300-45739566,CC(C)(C)OC(=O)N1CCN(c2cncc(CCCN)n2)CC1,321.42,Comprehensive,2.411654436435372,0.9777777777777777,c1cnc(N2CCNCC2)cn1
EN300-46630918,CC(C)(C)OC(=O)NCCc1cncc(CCCN)c1,279.38,Comprehensive,2.227765305880947,0.75,c1ccncc1
EN300-46630919,CC(C)(C)OC(=O)NCCc1cccc(CCCN)n1,279.38,Comprehensive,2.2223099212655644,0.8095238095238095,c1ccncc1
EN300-46630923,CC(C)(C)OC(=O)N1CCN(c2cccc(CCCN)n2)CC1,320.43,Comprehensive,2.213974628743065,0.8085106382978723,c1ccc(N2CCNCC2)nc1
EN300-52401571,COC1(CN)CC2(CN(C(=O)OC(C)(C)C)C2)C1.Cl,292.8,Comprehensive,3.5693461224635152,0.9714285714285714,C1CC2(C1)CNC2
EN300-52483986,CC(C)(C)OC(=O)NC[C@]12CC[C@](CN)(CC1)CO2,270.37,Comprehensive,3.9999712725446415,1.0,C1CC2CCC1CO2
EN300-46810576,CC(C)(C)OC(=O)NC[C@]12CCN[C@H](C1)C2,226.32,Comprehensive,3.766242305675736,1.0,C1CC2CC(C2)N1
EN300-21684820,CC(C)(C)OC(=O)N[C@]12CC[C@](CN)(CC1)OC2,256.34,Comprehensive,3.978011574599046,1.0,C1CC2CCC1CO2
EN300-52464484,CC(C)(C)OC(=O)N1CCN(c2ccc(OCCN)cc2)CC1,321.42,Comprehensive,1.9563453018199883,0.7954545454545454,c1ccc(N2CCNCC2)cc1
EN300-37454982,CC(C)(C)OC(=O)N1CCC(c2ccc(CN)cc2)CC1.Cl,326.86,Comprehensive,2.091654256795623,0.9743589743589743,c1ccc(C2CCNCC2)cc1
EN300-7327075,CC(C)(C)OC(=O)NCC(F)C1(CN)CC1,232.3,Comprehensive,3.4979697451419867,0.6052631578947368,C1CC1
EN300-52523216,COC(CCN)CCNC(=O)OC(C)(C)C.Cl,268.78,Comprehensive,2.988762854906605,0.9696969696969697,
EN300-52534434,CC(C)(C)OC(=O)NCC1(F)CC2(CNC2)C1.Cl,280.77,Comprehensive,3.710223112295889,0.9714285714285714,C1CC2(C1)CNC2
EN300-52426825,CC(C)(C)OC(=O)N1CC(CCOC2CCNCC2)C1,284.4,Comprehensive,2.542838312873954,0.8292682926829268,C1CC(OCCC2CNC2)CCN1
EN300-52851542,CC(CCN)CCNC(=O)OC(C)(C)C.Cl,252.78,Comprehensive,2.7734207770369217,1.0,
EN300-7401594,CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCN,424.53,Comprehensive,2.6061067601703805,1.0,
EN300-52398724,CC(C)(C)OC(=O)N1CCC(N2C[C@@H]3[C@@H](N)[C@@H]3C2)CC1,281.39,Comprehensive,3.4639121470203644,0.7837837837837838,C1CC(N2C[C@H]3C[C@H]3C2)CCN1
EN300-24292489,CC(C)(C)OC(=O)N1CCC(c2ccc(CN)cc2)CC1,290.4,Comprehensive,1.9833269095568369,0.9743589743589743,c1ccc(C2CCNCC2)cc1
EN300-73949,CC(C)(C)OC(=O)N1CCC(OCCN)CC1,244.33,Comprehensive,2.2224986888639666,0.8378378378378378,C1CCNCC1
EN300-203242,CC(C)(C)OC(=O)N1CCN(C(CN)C(F)(F)F)CC1,297.32,Comprehensive,2.941600227257542,0.6666666666666666,C1CNCCN1
EN300-7355452,C[C@H](CN)CNC(=O)OC(C)(C)C,188.15,Comprehensive,2.647661702047067,1.0,
EN300-1877913,CC(CC1CNC1)N(C)C(=O)OC(C)(C)C,228.33,Comprehensive,3.20805154626769,0.7368421052631579,C1CNC1
EN300-46553508,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N)C1.Cl,236.13,Comprehensive,3.067142710359077,1.0,C1CCCC1
EN300-3612183,CC(C)(C)OC(=O)NCCc1nc(CN)cs1,257.35,Comprehensive,2.35009400658972,0.975,c1cscn1
EN300-46576224,CC(C)(C)OC(=O)N1CC(c2ncc(N)cn2)C1,250.3,Comprehensive,2.5311606182996087,0.7560975609756098,c1cnc(C2CNC2)nc1
EN300-46611136,CC(C)(C)OC(=O)N1CCC2(CN)CC1C2.Cl,262.78,Comprehensive,3.6439507520606256,1.0,C1CC2CC(C2)N1
EN300-45739565,CC(C)(C)OC(=O)N1CCN(c2cccc(CCCN)c2)CC1,319.44,Comprehensive,2.0111587633584502,0.8043478260869565,c1ccc(N2CCNCC2)cc1
EN300-46630924,CC(C)(C)OC(=O)N1CCN(c2cnc(CCCN)cn2)CC1,321.42,Comprehensive,2.3706568402815265,0.7058823529411765,c1cnc(N2CCNCC2)cn1
EN300-46611138,CC(C)(C)OC(=O)N1CCN(c2cncc(CCCN)n2)CC1.Cl,357.88,Comprehensive,2.507525821741499,0.9777777777777777,c1cnc(N2CCNCC2)cn1
EN300-45954058,CC1(CN)CC2(CN(C(=O)OC(C)(C)C)C2)C1,240.34,Comprehensive,3.4098372735112576,0.7647058823529411,C1CC2(C1)CNC2
EN300-7176038,CC(C)(C)OC(=O)NC1CC(CCCCN)C1,242.36,Comprehensive,2.2943250433790183,0.9142857142857143,C1CCC1
EN300-37451129,CC(C)(C)OC(=O)NCCCOCCOCCN,262.35,Comprehensive,2.208463463668524,0.96875,
EN300-24427560,CC(C)(C)OC(=O)N1CC2(CCC(CN)CO2)C1,256.34,Comprehensive,3.729755221676786,0.7906976744186046,C1CCC2(CNC2)OC1
EN300-52196581,CC(C)(C)OC(=O)NC[C@]12CC[C@](CN)(CC1)OC2,270.37,Comprehensive,3.965401154201445,1.0,C1CC2CCC1CO2
EN300-7051678,CC(C)(C)OC(=O)NCCCCC1CC(N)C1,242.36,Comprehensive,2.275131197225173,0.9142857142857143,C1CCC1
EN300-7042701,CC(C)(C)OC(=O)NCCCC1CC(N)C1,228.33,Comprehensive,2.311636387436245,0.9142857142857143,C1CCC1
EN300-7262123,CC(C)(C)OC(=O)NCCCC1CNC1,214.31,Comprehensive,2.2771515803423785,0.8181818181818182,C1CNC1
EN300-46668698,CC(C)(C)OC(=O)N1CC[C@]2(CN)C[C@H]1C2,226.32,Comprehensive,3.531587795070063,1.0,C1CC2CC(C2)N1
EN300-6080807,CC(C)(C)OC(=O)NC1CC(CCCN)C1,228.18,Comprehensive,2.3333550687549263,0.9705882352941176,C1CCC1
EN300-7378941,CC(C)(C)OC(=O)N[C@H]1C[C@@](C)(N)C1,200.28,Comprehensive,2.5157786076701605,1.0,C1CCC1
EN300-1894635,CC(C)(C)OC(=O)N1CC(OC2(C)CNC2)C1,242.32,Comprehensive,2.989459588833564,0.7631578947368421,C1NCC1OC1CNC1
EN300-41481100,CN(C1CCNCC1)C1CCN(C(=O)OC(C)(C)C)CC1,297.44,Comprehensive,2.465695875074079,0.6842105263157895,C1CC(NC2CCNCC2)CCN1
EN300-1901818,COc1cc(NC(=O)OC(C)(C)C)ccc1CC1CCNCC1,320.43,Comprehensive,2.232115253743064,0.8,c1ccc(CC2CCNCC2)cc1
EN300-22906604,CC(C)(C)OC(=O)N1CCC2(CN)CC1C2,226.32,Comprehensive,3.531587795070063,1.0,C1CC2CC(C2)N1
EN300-51926385,CC(C)(C)OC(=O)N1CC(CS(=O)(=O)C2CNC2)C1,290.38,Comprehensive,2.7962627582811894,0.972972972972973,O=S(=O)(CC1CNC1)C1CNC1
EN300-47321324,CC(C)(C)OC(=O)N1CCN(c2ccc(CN)c(Cl)c2)CC1.Cl,362.29,Comprehensive,2.1874182092916143,0.9767441860465116,c1ccc(N2CCNCC2)cc1
EN300-1903096,CC(c1ccc(NC(=O)OC(C)(C)C)cc1Cl)C1CCNCC1,338.87,Comprehensive,2.8996318548822035,0.7692307692307693,c1ccc(CC2CCNCC2)cc1
EN300-185974,CC(C)(C)OC(=O)NCCCCCN,202.29,Comprehensive,1.89620823641979,1.0,
EN300-1663607,CC(C)(C)OC(=O)N1CCN(c2ccc(CCN)cc2)CC1,305.42,Comprehensive,1.9145964971615363,0.8780487804878049,c1ccc(N2CCNCC2)cc1
EN300-7335102,CC(C)(C)OC(=O)N[C@H]1C[C@H](CCN)C1,214.31,Comprehensive,2.3630431779755146,1.0,C1CCC1
EN300-6493660,CNCCOCCOCCNC(=O)OC(C)(C)C,262.35,Comprehensive,2.245237717985635,1.0,
EN300-7278039,CC(CCCCCN)NC(=O)OC(C)(C)C,230.35,Comprehensive,2.47119220560835,1.0,
EN300-51922980,CC(C)(C)OC(=O)N[C@H]1C[C@@H](c2ccc(OCCN)cc2)C1,306.4,Comprehensive,2.167943357186756,0.723404255319149,c1ccc(C2CCC2)cc1
EN300-8660391,C[C@H](N)CCNC(=O)OC(C)(C)C.Cl,224.73,Comprehensive,2.680652434892041,1.0,
EN300-46795479,CC(C)(C)OC(=O)NC[C@]12CCN[C@H](C1)C2.Cl,262.78,Comprehensive,3.87132223522862,1.0,C1CC2CC(C2)N1
EN300-51896973,CC(C)(C)OC(=O)N1CCC2(CC1)CC(F)(CN)C2,272.36,Comprehensive,3.3163052452131065,0.9722222222222222,C1CC2(C1)CCNCC2
EN300-51926982,CC(C)(C)OC(=O)N1CC(CS(=O)(=O)CC2CNC2)C1,304.41,Comprehensive,2.8192279255689527,0.7317073170731707,O=S(=O)(CC1CNC1)CC1CNC1
EN300-52126754,CN(CCCN1CCN(CCCN)CC1)C(=O)OC(C)(C)C,314.47,Comprehensive,2.224841818725219,0.9722222222222222,C1CNCCN1
EN300-23997040,CC(C)(C)OC(=O)N1CC[C@@H](OC2CCNCC2)C1,270.37,Comprehensive,2.937912536940248,1.0,C1CC(O[C@@H]2CCNC2)CCN1
EN300-7320668,CC(C)(C)OC(=O)N[C@@H]1CC[C@H](N)C1,200.28,Comprehensive,2.9299316369256,1.0,C1CCCC1
EN300-1879782,CC(C)(C)OC(=O)NC1CCC(CC2(N)CC2)CC1,268.4,Comprehensive,2.5109729254249693,0.775,C1CCC(CC2CC2)CC1
EN300-1879979,CC(C)(C)OC(=O)NCCN1CCNCC1,229.32,Comprehensive,2.1031907830406382,0.8333333333333334,C1CNCCN1
EN300-1878296,CC(C)(C)OC(=O)Nc1ccc(CC2(N)CC2)cc1,262.35,Comprehensive,2.10567699782316,0.7619047619047619,c1ccc(CC2CC2)cc1
EN300-6493663,CNCCOCCOCCOCCNC(=O)OC(C)(C)C,306.4,Comprehensive,2.342646538204054,1.0,
EN300-6980005,CC(C)(C)OC(=O)NCc1ccnc(CN)c1,237.3,Comprehensive,2.13460571227534,0.9736842105263158,c1ccncc1
EN300-7430268,CC(C)(C)OC(=O)N1CC(CCCN)C1.Cl,250.77,Comprehensive,2.3798473215021776,0.96875,C1CNC1
EN300-1877265,CC(C)(N)CCC1CN(C(=O)OC(C)(C)C)C1,242.36,Comprehensive,2.5238962777260667,0.75,C1CNC1
EN300-749042,CC(C)(C)OC(=O)Nc1ccc(CN)nc1,223.27,Comprehensive,2.121747044221319,0.7692307692307693,c1ccncc1
EN300-89964,CC(C)(C)OC(=O)N1CCN(C(=O)C2CCNCC2)CC1,297.39,Comprehensive,2.160443089928192,0.9696969696969697,O=C(C1CCNCC1)N1CCNCC1
EN300-6497184,CC(C)(C)OC(=O)NCC12CCC(N)(CC1)CO2,256.34,Comprehensive,4.011527744143786,1.0,C1CC2CCC1CO2
EN300-51862219,CC(C)(C)OC(=O)N1CC(C)(N2CC(N)C2)C1,241.33,Comprehensive,2.915327046956836,0.6216216216216216,C1CN(C2CNC2)C1
EN300-1878579,C[C@@H](N)CCNC(=O)OC(C)(C)C,188.27,Comprehensive,2.5268770866624504,1.0,
EN300-1898686,CC(C)(C)OC(=O)Nc1ccc(C2(CCN)CC2)c(Cl)c1,310.82,Comprehensive,2.4243238402123897,0.7755102040816326,c1ccc(C2CC2)cc1
EN300-45792254,CC(C)(C)OC(=O)NCCC(=O)N1CC(N)C1,243.3,Comprehensive,2.199678120302094,0.8421052631578947,C1CNC1
EN300-45792525,CC(C)(C)OC(=O)NCCCC(=O)N1CC(N)C1,257.33,Comprehensive,2.204152578201408,0.8421052631578947,C1CNC1
EN300-12587260,CC(C)(C)OC(=O)N1CCC(OCc2ccc(CN)cc2)CC1,320.43,Comprehensive,2.080527994127681,0.8181818181818182,c1ccc(COC2CCNCC2)cc1
EN300-20868451,CC(C)(C)OC(=O)NCc1ccnc(CN)c1.Cl,273.76,Comprehensive,2.2563142803290663,0.9736842105263158,c1ccncc1
EN300-1726265,CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N)C1,200.15,Comprehensive,2.9299316369256,1.0,C1CCCC1
EN300-7284043,CC(C)(C)OC(=O)NC1CN(C(=O)CCN)C1,243.3,Comprehensive,2.2847501482741226,0.75,C1CNC1
EN300-90020,CNCCCC(=O)N1CCC(NC(=O)OC(C)(C)C)CC1,299.41,Comprehensive,2.1541334989746783,0.75,C1CCNCC1
EN300-1876927,CC(CCN)CNC(=O)OC(C)(C)C,202.29,Comprehensive,2.647549041226883,1.0,
EN300-59164,CC(CCN)NC(=O)OC(C)(C)C,188.27,Comprehensive,2.5719861775715422,1.0,
EN300-7432443,CC(C)(C)OC(=O)NC[C@H]1C[C@@H]1CN,200.28,Comprehensive,3.212591512185476,0.7575757575757576,C1CC1
EN300-52097568,CC(C)(C)OC(=O)N1CC(C2(F)CNC2)C1,230.28,Comprehensive,2.9806021338849167,0.9696969696969697,C1NCC1C1CNC1
EN300-52373328,CC(C)(C)OC(=O)NCCCc1cnncc1N,252.31,Comprehensive,2.593474138707771,0.7111111111111111,c1ccnnc1
EN300-12449526,CC(C)(C)OC(=O)N1CC[C@H](OC2CCNCC2)C1,270.37,Comprehensive,2.937912536940248,1.0,C1CC(O[C@H]2CCNC2)CCN1
EN300-52219375,CC(C)(C)OC(=O)Nc1cccc(C2CNC2)c1.Cl,284.78,Comprehensive,2.2084329435245174,0.9743589743589743,c1ccc(C2CNC2)cc1
EN300-6197480,CC(C)(C)OC(=O)N1CCN(c2cccc(CN)c2)CC1,291.39,Comprehensive,1.9420414984162555,0.8043478260869565,c1ccc(N2CCNCC2)cc1
EN300-52231469,CC(C)(C)OC(=O)NC1CN(C2(C)CNC2)C1,241.33,Comprehensive,2.958312036386012,0.6,C1CN(C2CNC2)C1
EN300-1877749,COC1(Cc2ccc(NC(=O)OC(C)(C)C)cc2)CCNCC1,320.43,Comprehensive,2.504910446050756,0.782608695652174,c1ccc(CC2CCNCC2)cc1
EN300-1878790,CC(C)(C)OC(=O)N1CCC(C(C)(C)CCN)CC1,270.41,Comprehensive,2.501013251216825,0.7777777777777778,C1CCNCC1
EN300-4350162,CC(C)(C)OC(=O)N1CCN(c2cccc(CN)n2)CC1,292.38,Comprehensive,2.162140437408297,0.8085106382978723,c1ccc(N2CCNCC2)nc1
EN300-4155969,CC1(NC(=O)OC(C)(C)C)CC(CN)C1,214.31,Comprehensive,2.691765912326185,0.96875,C1CCC1
EN300-52062283,CC(C)(C)OC(=O)N1CC(CCn2cc(N)cn2)C1,266.34,Comprehensive,2.527523151669314,0.7708333333333334,c1cnn(CCC2CNC2)c1
EN300-7176567,CC(C)(C)OC(=O)NCc1cccc(CN)n1,237.3,Comprehensive,2.178615411271995,0.7692307692307693,c1ccncc1
EN300-1877389,CC(C)(C)OC(=O)Nc1ccc(CC2(CN)CC2)cc1,276.37,Comprehensive,2.135785026160669,0.7857142857142857,c1ccc(CC2CC2)cc1
EN300-39926598,CC(C)(C)OC(=O)N1CC2(C1)CC(F)(CN)C2,244.31,Comprehensive,3.559890940774226,0.7714285714285715,C1CC2(C1)CNC2
EN300-33952073,CC(C)(C)OC(=O)NCC1(CCCN)CC1(F)F,264.31,Comprehensive,3.5124967577808386,0.775,C1CC1
EN300-19353866,CC(C)(C)OC(=O)N1CCC(c2ccc(N)c(C(F)(F)F)c2)CC1,344.37,Comprehensive,2.3059719866823265,0.6595744680851063,c1ccc(C2CCNCC2)cc1
EN300-52225295,CC(C)(C)OC(=O)NC[C@]12C[C@H](C1)C(CN)O2,242.32,Comprehensive,4.350036005448679,0.6590909090909091,C1OC2CC1C2
EN300-1877561,CC(C)(C)OC(=O)N1CCC(C(N)C(F)(F)F)CC1,282.3,Comprehensive,2.9836964414454457,0.7297297297297297,C1CCNCC1
EN300-1716973,CC1(NC(=O)OC(C)(C)C)CC(N)C1.Cl,236.74,Comprehensive,2.8454561957269924,0.9655172413793104,C1CCC1
EN300-22016321,CC(C)(C)OC(=O)N1CC(N2CCNCC2)C1.Cl,277.79,Comprehensive,2.4528530691997705,0.96875,C1CN(C2CNC2)CCN1
EN300-1900463,CC(C)(C)OC(=O)Nc1ccc(C2CNC2)c(F)c1,266.31,Comprehensive,2.250518626782437,0.782608695652174,c1ccc(C2CNC2)cc1
EN300-52564774,CC(C)(C)OC(=O)N1CC(C)(OCCOCCN)C1,274.36,Comprehensive,2.8431489435245183,0.8378378378378378,C1CNC1
EN300-370270,CC(C)(C)OC(=O)Nc1ccnc(CN)c1,223.27,Comprehensive,2.1375123393912645,0.775,c1ccncc1
EN300-1877891,CC(C)(C)OC(=O)N1CCC(CCN2CCNCC2)CC1,297.44,Comprehensive,2.238674911175325,0.8717948717948718,C1CC(CCN2CCNCC2)CCN1
EN300-52429903,CC(C)(C)OC(=O)N1CC(S(=O)(=O)CC2CNC2)C1,290.38,Comprehensive,2.8388382684852704,0.8,O=S(=O)(CC1CNC1)C1CNC1
EN300-52395095,CC(C)(C)OC(=O)N1CC(N2C[C@@H]3[C@@H](N)[C@@H]3C2)C1,253.34,Comprehensive,3.6152302216767858,0.78125,C1NCC1N1C[C@H]2C[C@H]2C1
EN300-52824822,CC1(CCNC(=O)OC(C)(C)C)CC(N)C1,228.33,Comprehensive,2.7570813083689707,0.7567567567567568,C1CCC1
EN300-7254686,CC(C)(C)OC(=O)NCC1CN(CCCN)C1,243.35,Comprehensive,2.2668542741482494,0.972972972972973,C1CNC1
EN300-7059985,CC1(CNC(=O)OC(C)(C)C)CC(N)C1,214.31,Comprehensive,2.6885485034193017,0.7428571428571429,C1CCC1
EN300-7331894,CC1(N)CC(CNC(=O)OC(C)(C)C)C1,214.31,Comprehensive,2.578012471030638,0.96875,C1CCC1
EN300-32091595,CC(C)(C)OC(=O)NCCCc1cc(N)ccn1,251.33,Comprehensive,2.2367265719887754,0.625,c1ccncc1
EN300-52947039,CC1(N)CC(CNC(=O)OC(C)(C)C)C1.Cl,250.77,Comprehensive,2.705575694283244,0.96875,C1CCC1
EN300-52842312,CC(C)(C)OC(=O)N1CC2(C1)CC(C)(N1CCNCC1)C2,295.42,Comprehensive,3.459320867175704,0.7894736842105263,C1CN(C2CC3(CNC3)C2)CCN1
EN300-1887829,CC(C)(C)OC(=O)NCCCC1(N)CC1,214.31,Comprehensive,2.416137852531728,0.8181818181818182,C1CC1
EN300-323021,Cc1cc(N)ccc1C1CCN(C(=O)OC(C)(C)C)CC1,290.4,Comprehensive,2.1271043491771096,0.6666666666666666,c1ccc(C2CCNCC2)cc1
EN300-1881369,CC(C)(C)OC(=O)N1CCC(CN2CCNCC2)CC1,283.41,Comprehensive,2.2172331030837444,0.8974358974358975,C1CC(CN2CCNCC2)CCN1
EN300-22018206,CC(C)(C)OC(=O)N1CC(Cn2cc(CN)nn2)C1,267.33,Comprehensive,2.595325866601442,0.9767441860465116,c1cn(CC2CNC2)nn1
EN300-47128623,CC(C)(C)OC(=O)NC[C@]12COC[C@](CN)(C1)C2,256.34,Comprehensive,3.934515047911448,1.0,C1OCC2CC1C2
EN300-7056100,CC(C)(C)OC(=O)NCC[C@@H]1CCNC1,214.31,Comprehensive,2.687050073400574,1.0,C1CCNC1
EN300-52471776,CC(C)(C)OC(=O)NCC1(F)CC(N)C1.Cl,254.73,Comprehensive,3.000097587774368,1.0,C1CCC1
EN300-37454312,CC(C)(C)OC(=O)NC1CC(OCCCN)C1,244.33,Comprehensive,2.39946350491748,1.0,C1CCC1
EN300-1900420,CC(C)(C)OC(=O)Nc1ccc(CC2CCNCC2)c(F)c1,308.39,Comprehensive,2.245108729191802,0.7959183673469388,c1ccc(CC2CCNCC2)cc1
EN300-45606529,CC(C)(C)OC(=O)N1CC(C)(N2CCNCC2)C1.Cl,291.82,Comprehensive,2.827741565188568,1.0,C1CN(C2CNC2)CCN1
EN300-1877551,CC(C)(C)OC(=O)N1CC(CC2CCNCC2)C1,254.37,Comprehensive,2.506452474657534,0.9705882352941176,C1CC(CC2CNC2)CCN1
EN300-1878274,CC(CNC(=O)OC(C)(C)C)C1CCNCC1,242.36,Comprehensive,2.9036325290140965,0.625,C1CCNCC1
EN300-7395235,CC1(CCNC(=O)OC(C)(C)C)CCNCC1,242.36,Comprehensive,2.629157217292061,0.7297297297297297,C1CCNCC1
EN300-52842313,CC(C)(C)OC(=O)N1CCN(C2(C)CC3(CNC3)C2)CC1,295.42,Comprehensive,3.3815326803625165,0.7777777777777778,C1CN(C2CC3(CNC3)C2)CCN1
EN300-52842739,CC(C)(C)OC(=O)N1CCN(c2ccc(CN)nc2)CC1.Cl,328.84,Comprehensive,2.3057509973432104,0.9761904761904762,c1cncc(N2CCNCC2)c1
EN300-52949864,CC(C)(C)OC(=O)NCc1noc(N2CCNCC2)n1,283.33,Comprehensive,2.636536674512317,0.56,c1noc(N2CCNCC2)n1
EN300-7245700,CC(C)(C)OC(=O)NC[C@H]1C[C@@H](CN)C1,214.31,Comprehensive,2.3453911069695987,1.0,C1CCC1
EN300-7047990,C[C@H](CCCCN)NC(=O)OC(C)(C)C,216.32,Comprehensive,2.476623171971797,1.0,
EN300-6973669,CC(C)(C)OC(=O)N1CC[C@@H](CCN)C1,214.31,Comprehensive,2.601760805107892,1.0,C1CCNC1
EN300-46739169,CC(C)(C)OC(=O)N1CC(OC2CCC(N)CC2)C1,270.37,Comprehensive,2.569846228592392,1.0,C1CCC(OC2CNC2)CC1
EN300-47339152,CC(CCN)CNC(=O)OC(C)(C)C.Cl,238.75,Comprehensive,2.7888174787045656,1.0,
EN300-52281273,CC(C)(C)OC(=O)N1CCC(O[C@H]2C[C@H](N)C2)CC1,270.37,Comprehensive,2.475963875651214,1.0,C1CC(OC2CCNCC2)C1
EN300-4136939,CC(C)(C)OC(=O)N1CC[C@@H](OCCN)C1,230.3,Comprehensive,2.738093764514561,1.0,C1CCNC1
EN300-52369215,CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)N2CCNCC2)CC1,361.5,Comprehensive,2.4801915452487595,0.8181818181818182,O=S(=O)(CCC1CCNCC1)N1CCNCC1
EN300-45644754,CC(C)(C)OC(=O)NCC12COCC(CN)(C1)C2,256.34,Comprehensive,3.934515047911448,1.0,C1OCC2CC1C2
EN300-7386574,CC(C)(C)OC(=O)NCCCCCCCCCCN,272.43,Comprehensive,1.9412637364239256,1.0,
EN300-6209448,CC(C)(C)OC(=O)N1CC2(CC(CN)C2)C1,226.32,Comprehensive,3.1430961991757584,0.9696969696969697,C1CC2(C1)CNC2
EN300-333045,C[C@@H](CCN)NC(=O)OC(C)(C)C.Cl,224.73,Comprehensive,2.724434787833216,1.0,
EN300-1885232,CC(C)(C)OC(=O)N1CCN(CCC(F)CN)CC1,275.36,Comprehensive,2.870075091366953,0.8461538461538461,C1CNCCN1
EN300-1881409,CC(C)(C)OC(=O)NCCC1(CN)CC1,214.31,Comprehensive,2.48024554483942,0.96875,C1CC1
EN300-51858739,CC(C)(C)OC(=O)NC1CCN(C2CNC2)CC1.Cl,291.82,Comprehensive,2.434728943524517,0.9714285714285714,C1CCN(C2CNC2)CC1
EN300-12444099,CC(C)(C)OC(=O)NC1CCN(C2CNC2)CC1,255.36,Comprehensive,2.321510245458162,0.9714285714285714,C1CCN(C2CNC2)CC1
EN300-46772594,CC(C)(C)OC(=O)N1CCC2(CCC(N)CO2)CC1,270.37,Comprehensive,3.610412777670927,0.7804878048780488,C1CCC2(CCNCC2)OC1
EN300-89960,CC(CN)C(=O)N1CCN(C(=O)OC(C)(C)C)CC1,271.36,Comprehensive,2.575536014443875,0.6857142857142857,C1CNCCN1
EN300-52143590,CC(C)(C)OC(=O)N1CC(OCc2ccc(CN)cc2)C1,292.37,Comprehensive,2.1059658876386464,0.9743589743589743,c1ccc(COC2CNC2)cc1
EN300-12718501,CC(C)(C)OC(=O)NCC12CCC(N)(CC1)CC2,254.37,Comprehensive,3.696683160156345,1.0,C1CC2CCC1CC2
EN300-36124398,CC(C)(C)OC(=O)N1CCC(c2cccc(CN)c2)CC1.Cl,326.86,Comprehensive,2.164914491476196,0.9767441860465116,c1ccc(C2CCNCC2)cc1
EN300-52758480,CC(C)(C)OC(=O)N[C@H]1C[C@@H](C(=O)N2CCNCC2)C1,283.37,Comprehensive,2.373205538981182,1.0,O=C(C1CCC1)N1CCNCC1
EN300-52851446,CC(C)(C)OC(=O)NC1CC(C(=O)N2CCNCC2)C1,283.37,Comprehensive,2.373205538981182,1.0,O=C(C1CCC1)N1CCNCC1
EN300-37136922,CC(C)(C)OC(=O)N1CCC(N2CCC(N3CCNCC3)CC2)CC1,352.52,Comprehensive,2.422971712883035,0.9696969696969697,C1CC(N2CCC(N3CCNCC3)CC2)CCN1
EN300-741773,CC(C)(C)OC(=O)NC[C@H]1C[C@@H](N)C1,200.28,Comprehensive,2.2866536626152154,1.0,C1CCC1
EN300-55580,CC(C)(C)OC(=O)N[C@H]1C[C@@H](N)C1,186.25,Comprehensive,2.261220169589245,1.0,C1CCC1
EN300-7085708,CNCCCCNC(=O)OC(C)(C)C,202.29,Comprehensive,1.9655063653179177,0.9615384615384616,
EN300-312726,CC(C)(C)OC(=O)NCCn1cc(CN)nn1,241.29,Comprehensive,2.3981672507368774,0.8604651162790697,c1c[nH]nn1
EN300-7295903,CC(C)(C)OC(=O)N1CC(C#CCN)C1,210.27,Comprehensive,2.8891224679163425,0.75,C1CNC1
EN300-90005,CC(C)(C)OC(=O)NC1CCN(C(=O)CN)CC1,257.33,Comprehensive,2.1314481182996072,0.7948717948717948,C1CCNCC1
EN300-35613582,CC(C)(C)OC(=O)N1CC2(CC(CCN)C2)C1,240.34,Comprehensive,3.1534144080046707,0.7837837837837838,C1CC2(C1)CNC2
EN300-46734538,CC1(CCCN)CCN(C(=O)OC(C)(C)C)CC1,256.38,Comprehensive,2.487403887530377,0.8333333333333334,C1CCNCC1
EN300-46893984,CC(C)(C)OC(=O)NC(CCCN)C(F)(F)F.Cl,292.73,Comprehensive,3.088745070337847,0.9696969696969697,
EN300-37454325,C[C@@H](COCCCN)NC(=O)OC(C)(C)C,232.32,Comprehensive,2.6803053924215376,1.0,
EN300-37454326,CC(COCCCN)NC(=O)OC(C)(C)C,232.32,Comprehensive,2.6803053924215376,1.0,
