ID,SMILES,mw,Group,SA
EN300-5093975,C#CCCN1CC[C@H](O)C1,139.2,Comprehensive,3.0722949650674
EN300-155602,C#Cc1ccc(CO)nc1,133.15,Comprehensive,2.6518050809612284
EN300-1867206,C#Cc1ccc([C@@H](C)O)cc1,146.19,Comprehensive,2.58679263798582
EN300-1857648,C#Cc1cccc(CCCO)c1,160.21,Comprehensive,2.097922104394262
EN300-252596,C#CCCC(C)O,98.14,Comprehensive,3.41577281128959
EN300-37379970,C#CC12COC(CO)(C1)C2,138.16,Comprehensive,5.096960334748892
EN300-177072,C#CCCc1ccc(CO)cc1,160.21,Comprehensive,2.067240656430462
EN300-1723453,C#C[C@H]1CC[C@H](CO)CC1,138.21,Comprehensive,2.896372663378811
EN300-99035,C#CCCCCO,98.14,Comprehensive,2.6222567849046445
EN300-1758051,C#Cc1ccc(C2(CO)CC2)cc1,172.22,Comprehensive,2.558578211547287
EN300-306456,C#CC(=O)N1CC(O)C1,125.13,Comprehensive,3.2156420540483
EN300-175831,C#CC(C)Oc1ccc(CO)cc1,176.21,Comprehensive,2.6943274363128005
EN300-1757727,C#Cc1ccc(C(C)(C)CO)cc1,174.24,Comprehensive,2.3952379917670683
EN300-1143003,O=S(=O)(Cl)C1(CC2CCC(O)CC2)CC1,252.76,Comprehensive,2.993520426496225
EN300-1143145,O=S(=O)(Cl)C1(CCOCCO)CC1,228.69,Comprehensive,3.117500383492989
EN300-25387821,O=S(=O)(Cl)CCCCCCO,200.68,Comprehensive,2.272323413220306
EN300-1165505,O=S(=O)(F)c1ccc(CO)cc1,190.19,Comprehensive,1.9713766575616845
EN300-45666645,O=S(=O)(F)CCCCCCCO,198.26,Comprehensive,2.4026151191001457
EN300-7442929,O=S(=O)(Cl)c1cccc(CO)n1,207.64,Comprehensive,2.6678035806386067
EN300-195298,O=S(=O)(F)CCCO,142.15,Comprehensive,2.84247833031492
EN300-192203,O=S(=O)(Cl)CCOCCO,188.63,Comprehensive,2.566060490935868
EN300-1143181,CC(CO)CC1(S(=O)(=O)Cl)CC1,212.7,Comprehensive,3.791093863096428
EN300-1143098,O=S(=O)(Cl)C1(CCCO)CC1,198.67,Comprehensive,3.155777259374153
EN300-1143061,O=S(=O)(Cl)C1(CCCCO)CC1,212.7,Comprehensive,3.0165559534673907
EN300-1143285,CC(O)CCCC1(S(=O)(=O)Cl)CC1,226.72,Comprehensive,3.549134429319793
EN300-816361,O=S(=O)(F)c1cccc(CO)c1,190.19,Comprehensive,2.1070213691001456
EN300-46966982,O=S(=O)(Cl)CCCCCCCCCO,242.76,Comprehensive,2.1675898974330288
EN300-27146582,O=S(=O)(F)C#CCO,138.12,Comprehensive,3.930702945699535
EN300-7606313,CC(O)CCS(=O)(=O)Cl,172.63,Comprehensive,3.217832476746315
EN300-1143006,CC(O)CCC1(S(=O)(=O)Cl)CC1,212.7,Comprehensive,3.721558478481042
EN300-7468807,O=S(=O)(F)CCCCO,156.18,Comprehensive,2.6690561008710407
EN300-1692760,O=S(=O)(Cl)c1ccc(CO)cc1,206.65,Comprehensive,1.8185540614078377
EN300-46494294,CC(O)c1ccc(S(=O)(=O)F)cc1,204.22,Comprehensive,2.538194404638592
EN300-52098918,O=S(=O)(F)CCCCCCCCCO,226.31,Comprehensive,2.316585443991734
EN300-7466616,O=S(=O)(F)CCOCCO,172.18,Comprehensive,2.840507236497998
EN300-7009553,O=S(=O)(Cl)CCCCCO,186.66,Comprehensive,2.335910786793857
EN300-52813162,CC(O)CCS(=O)(=O)F,156.18,Comprehensive,3.5213464627603006
EN300-1143044,O=S(=O)(Cl)C1(CCO)CC1,184.64,Comprehensive,3.355370289752436
EN300-52548707,O=S(=O)(Cl)[C@@H]1CC[C@H](O)C1,184.64,Comprehensive,3.797396429423449
EN300-8333006,CC(O)c1ccc(S(=O)(=O)Cl)cc1,220.67,Comprehensive,2.3943613729643847
EN300-7442928,O=S(=O)(F)c1cccc(CO)n1,191.18,Comprehensive,2.844644926792453
EN300-1143251,O=S(=O)(Cl)C1(Cc2ccc(CO)cc2)CC1,260.74,Comprehensive,2.512092661394844
EN300-7817608,O=S(=O)(Cl)CCCCCCCO,214.71,Comprehensive,2.2256829075616853
EN300-105107,O=S(=O)(Cl)CCCO,158.6,Comprehensive,2.559386791853381
EN300-1165506,COc1cc(CO)ccc1S(=O)(=O)F,220.22,Comprehensive,2.238249400660953
EN300-1165508,Cc1cc(S(=O)(=O)F)ccc1CO,204.22,Comprehensive,2.2640804739907257
EN300-1143186,O=S(=O)(Cl)C1(CCCCCO)CC1,226.72,Comprehensive,2.9111112432214963
EN300-1143168,O=S(=O)(Cl)C1(CCCCCCO)CC1,240.75,Comprehensive,2.827298465110019
EN300-5114797,O=S(=O)(Cl)CCCCO,172.63,Comprehensive,2.422889545687095
EN300-816362,O=S(=O)(Cl)c1cccc(CO)c1,206.65,Comprehensive,1.9475655998693764
EN300-7398810,CC(C)(C)OC(=O)NCCCCCN=C=S,244.36,Comprehensive,2.570945255312555
EN300-6936212,CC(C)(C)OC(=O)N1CCC(CN=C=S)CC1,256.37,Comprehensive,2.6720802942151387
EN300-7562960,CC(C)(C)OC(=O)N1CC(CN=C=S)C1,228.31,Comprehensive,2.9410100418808405
EN300-27107732,CC(C)(C)OC(=O)N1CCN(CCN=C=S)CC1,271.38,Comprehensive,2.55847162693383
EN300-1893585,CC(N=C=O)C1CN(C(=O)OC(C)(C)C)C1,226.27,Comprehensive,3.3639828783502432
EN300-1878803,CC(C)(C)OC(=O)N1CCC(CN=C=O)CC1,240.3,Comprehensive,2.5983194246499206
EN300-1900557,CC(C)(C)OC(=O)Nc1ccc(CN=C=O)cc1Cl,282.72,Comprehensive,2.440981975198726
EN300-1885885,Cc1cc(C(C)N=C=O)ccc1NC(=O)OC(C)(C)C,276.33,Comprehensive,2.950015383001652
EN300-1885910,Cc1cc(N=C=O)ccc1NC(=O)OC(C)(C)C,248.28,Comprehensive,2.3633798490688385
EN300-1885913,Cc1cc(CCN=C=O)ccc1NC(=O)OC(C)(C)C,276.33,Comprehensive,2.406990154365797
EN300-1873646,CC(C)(C)OC(=O)Nc1cccc(CCN=C=O)c1,262.3,Comprehensive,2.34224036364286
EN300-1884588,CC(C)(C)OC(=O)N1CCN(CCC2(N=C=O)CC2)CC1,295.38,Comprehensive,2.891161839055652
EN300-1884889,CC(CCN1CCN(C(=O)OC(C)(C)C)CC1)N=C=O,283.37,Comprehensive,3.053503481695412
EN300-1884942,CC(C)(CCN1CCN(C(=O)OC(C)(C)C)CC1)N=C=O,297.39,Comprehensive,2.7122125764761247
EN300-1878807,CC(N=C=O)C1CCN(C(=O)OC(C)(C)C)CC1,254.33,Comprehensive,3.1503848430651207
EN300-1881888,CC(C)(C)OC(=O)Nc1ccc(C2(N=C=O)CC2)cc1,274.32,Comprehensive,2.7185491287247707
EN300-1876953,CC(C)(C)OC(=O)Nc1ccc(C(C)(C)N=C=O)cc1,276.33,Comprehensive,2.4922382917629893
EN300-1900561,CC(C)(C)OC(=O)Nc1ccc(N=C=O)cc1Cl,268.7,Comprehensive,2.416381772145762
EN300-1879205,CC(C)(C)OC(=O)NCCCN=C=O,200.24,Comprehensive,2.5559213341328864
EN300-6739134,CC(C)(C)OC(=O)N1CCC(CCN=C=S)CC1,270.39,Comprehensive,2.7005444683781
EN300-1884943,CC(C)(C)OC(=O)N1CCN(CCCN=C=O)CC1,269.34,Comprehensive,2.427628529323334
EN300-1903900,CC(C)(C)OC(=O)Nc1ccc(N=C=O)c(Cl)c1,268.7,Comprehensive,2.414555810607298
EN300-1876955,CC(C)(C)OC(=O)Nc1ccc(CCN=C=O)cc1,262.3,Comprehensive,2.270530600329252
EN300-1900565,CC(C)(C)OC(=O)Nc1ccc(CCN=C=O)cc1Cl,296.75,Comprehensive,2.445536308211953
EN300-1883869,CC(C)(C)OC(=O)Nc1ccc(F)c(CCN=C=O)c1,280.3,Comprehensive,2.5044081030837457
EN300-1898656,CC(N=C=O)c1ccc(NC(=O)OC(C)(C)C)cc1Cl,296.75,Comprehensive,3.0017869359769787
EN300-139775,CC(C)(C)OC(=O)N1CCC(N=C=S)CC1,242.34,Comprehensive,2.7817642177454687
EN300-1903894,CC(C)(C)OC(=O)Nc1ccc(CN=C=O)c(Cl)c1,282.72,Comprehensive,2.441772020447594
EN300-1875673,CC(C)(C)OC(=O)NC1CCC(C2(N=C=O)CC2)CC1,280.36,Comprehensive,3.0059055389811817
EN300-6489608,CC(C)(C)OC(=O)NCCCN=C=S,216.3,Comprehensive,2.6701558455673986
EN300-1875707,CC(N=C=O)C1CCC(NC(=O)OC(C)(C)C)CC1,268.35,Comprehensive,3.1626035981542837
EN300-1900254,CC(N=C=O)c1ccc(NC(=O)OC(C)(C)C)c(Cl)c1,296.75,Comprehensive,2.997173293016168
EN300-701414,CC(C)(C)OC(=O)N1CCC(N=C=O)CC1,226.27,Comprehensive,2.6473180638993163
EN300-1885907,Cc1cc(CN=C=O)ccc1NC(=O)OC(C)(C)C,262.3,Comprehensive,2.4001684005380923
EN300-1903225,COc1cc(CN=C=O)ccc1NC(=O)OC(C)(C)C,278.3,Comprehensive,2.381682462058105
EN300-1901154,CC(C)(C)OC(=O)Nc1ccc(N=C=O)c(F)c1,252.24,Comprehensive,2.444382733684222
EN300-1878805,CC(C)(C)OC(=O)N1CCC(CCN=C=O)CC1,254.33,Comprehensive,2.6142857556622445
EN300-1881563,Cc1ccc(CCN=C=O)cc1NC(=O)OC(C)(C)C,276.33,Comprehensive,2.4269927184683606
EN300-1901836,COc1cc(NC(=O)OC(C)(C)C)ccc1CCN=C=O,292.33,Comprehensive,2.430857385614356
EN300-1893622,CC(C)(C)OC(=O)N1CC(CN=C=O)C1,212.25,Comprehensive,2.8540100418808407
EN300-1901833,COc1cc(NC(=O)OC(C)(C)C)ccc1CN=C=O,278.3,Comprehensive,2.411492718468361
EN300-1901157,CC(C)(C)OC(=O)Nc1ccc(CCN=C=O)c(F)c1,280.3,Comprehensive,2.4729183594940025
EN300-1873641,CC(C)(C)OC(=O)Nc1cccc(CN=C=O)c1,248.28,Comprehensive,2.3343786912980367
EN300-1878248,CC(C)(C)OC(=O)Nc1ccc(CN=C=O)cc1,248.28,Comprehensive,2.258349177954239
EN300-1875703,CC(C)(C)OC(=O)NC1CCC(CN=C=O)CC1,254.33,Comprehensive,2.6416841858035323
EN300-1871038,CC(C)(C)OC(=O)Nc1ccc(Cl)c(CCN=C=O)c1,296.75,Comprehensive,2.497844000519642
EN300-1874285,CC(C)(C)OC(=O)Nc1cc(CCN=C=O)ccc1Cl,296.75,Comprehensive,2.460444000519644
EN300-1874134,CC(C)(C)OC(=O)NC1CCC(C(C)(C)N=C=O)CC1,282.38,Comprehensive,2.87935585344659
EN300-2006873,CC(C)(C)OC(=O)N1CCN(CCN=C=O)CC1,255.31,Comprehensive,2.472212914217973
EN300-1875704,CC(C)(C)OC(=O)NC1CCC(N=C=O)CC1,240.3,Comprehensive,2.6654823009041007
EN300-1884887,CC(C)(C)OC(=O)N1CCN(CCCCN=C=O)CC1,283.37,Comprehensive,2.4160981730138165
EN300-37377772,CC(C)(C)OC(=O)N1CCC(F)(CN=C=O)CC1,258.29,Comprehensive,3.0998135029149907
EN300-206435,CC(C)(C)OC(=O)Nc1ccc(N=C=O)cc1,234.25,Comprehensive,2.235465912944236
EN300-7103278,CC(C)(C)OC(=O)NCCCCN=C=S,230.33,Comprehensive,2.614329657265454
EN300-1901151,CC(C)(C)OC(=O)Nc1ccc(CN=C=O)c(F)c1,266.27,Comprehensive,2.4735204367371875
EN300-1901160,CC(N=C=O)c1ccc(NC(=O)OC(C)(C)C)cc1F,280.3,Comprehensive,3.011063859053904
EN300-1876958,CC(N=C=O)c1ccc(NC(=O)OC(C)(C)C)cc1,262.3,Comprehensive,2.813688666027586
EN300-1903483,COc1cc(CCN=C=O)ccc1NC(=O)OC(C)(C)C,292.33,Comprehensive,2.3923917985698218
EN300-1898653,CC(C)(C)OC(=O)Nc1ccc(CCN=C=O)c(Cl)c1,296.75,Comprehensive,2.457705538981182
EN300-1893629,CC(C)(C)OC(=O)N1CC(CCN=C=O)C1,226.27,Comprehensive,2.859973750073607
EN300-1875706,CC(C)(C)OC(=O)NC1CCC(CCN=C=O)CC1,268.35,Comprehensive,2.657732967193157
EN300-44827084,CCOC(=O)[C@H]1C[C@](N)(C(F)(F)F)C1,211.18,Comprehensive,2.8443201461316985
EN300-2008335,CCC(Cc1ccc(N)cc1)C(=O)OC,207.27,Comprehensive,2.3732050452579845
EN300-27729905,CC(C)(C)OC(=O)c1ccn(CCN)n1,211.26,Comprehensive,2.4035946572654545
EN300-6487829,CCOC(=O)C(C)C1CCNCC1,185.26,Comprehensive,2.871050513235877
EN300-1739155,COC(=O)c1ccc(OCCN)cc1C,209.24,Comprehensive,1.8321841506988503
EN300-190096,CCOC(=O)Cc1ccc(N)c(Cl)c1,213.66,Comprehensive,1.851678966258941
EN300-6748085,CCOC(=O)CCCCC(N)C(F)(F)F,227.22,Comprehensive,2.7608705092499037
EN300-131818,CNCc1ccc(OCC(=O)OC)cc1.Cl,245.7,Comprehensive,1.8021488331300863
EN300-27782416,CC(C)(C)OC(=O)c1ccc(N2CCCNCC2)nc1,277.36,Comprehensive,2.192685850336492
EN300-884945,CCOC(=O)c1cn(CCN)nn1,184.2,Comprehensive,2.322378211547287
EN300-189119,COC(=O)[C@H]1CC[C@@H](N)C1.Cl,179.07,Comprehensive,3.1184418538211567
EN300-1068622,COC(=O)CC1(CN)CC1,143.18,Comprehensive,2.574916703953619
EN300-7228788,COC(=O)COCCCN,147.17,Comprehensive,2.133546289752436
EN300-111045,COC(=O)C1CCNCC1.Cl,179.64,Comprehensive,2.319132962291924
EN300-39871318,COC(=O)[C@]12C[C@H](C1)C(N)CO2.Cl,207.65,Comprehensive,4.951972250540024
EN300-344558,COC(=O)Cc1csc(CN)n1.Cl,222.69,Comprehensive,2.458557849556337
EN300-6505078,COC(=O)C1CCC2(CC1)CC(N)C2,197.27,Comprehensive,3.193044790214736
EN300-79658,CCOC(=O)C(=O)N1CCNCC1.Cl,222.67,Comprehensive,2.4040327686443206
EN300-872205,COC(=O)C(C)N1CCNCC1,172.23,Comprehensive,2.6250278491104133
EN300-11718307,CCOC(=O)c1ccc(N)c(C(F)(F)F)c1,233.19,Comprehensive,1.940592431392288
EN300-150061,CC(C)(C)OC(=O)CCCCN,173.25,Comprehensive,1.9117311395716108
EN300-147105,COC(=O)C1CC2(CC(N)C2)C1,169.22,Comprehensive,3.2837076596224817
EN300-27782289,CCOC(=O)CCc1cccc(NC)c1,207.27,Comprehensive,1.762557294628092
EN300-147022,CCOC(=O)CCc1ccc(N)cc1,193.24,Comprehensive,1.6236959703075229
EN300-705649,CCOC(=O)c1ccc(C2(N)CC2)cc1,205.25,Comprehensive,1.9567758955393764
EN300-58179,CCOC(=O)CCCCCCN,173.25,Comprehensive,1.742902400568676
EN300-124476,COC(=O)Cn1cnc(CN)n1.Cl,206.63,Comprehensive,2.8541709717282835
EN300-27726879,CC(C)(C)OC(=O)/C1=C/CCNCCC1,211.3,Comprehensive,2.71559578296902
EN300-27727064,CCOC(=O)c1ccc(C2CNC2)cc1,205.25,Comprehensive,1.8408869649577628
EN300-33964,CCOC(=O)CCCN,131.17,Comprehensive,1.8071337764563271
EN300-1995240,COC(=O)c1ccc(C(F)CN)cc1Cl,231.65,Comprehensive,2.8232369589540447
EN300-6193586,COC(=O)Cc1ccc(C(C)N)cc1,193.24,Comprehensive,2.190433859040647
EN300-45688595,CC(C)(C)OC(=O)C1CCC(C(C)(C)N)CC1,241.37,Comprehensive,2.455485812609787
EN300-1725228,CCOC(=O)[C@H]1CC[C@H](CN)CC1,185.26,Comprehensive,2.02290513462421
EN300-6747098,CC(C)(C)OC(=O)Cn1cc(CCCN)nn1,240.3,Comprehensive,2.4579374848505893
EN300-634637,CNCCCCC(=O)OC(C)(C)C,187.28,Comprehensive,1.9791836414115416
EN300-337851,COC(=O)[C@@H]1CC[C@H](N)C1,143.18,Comprehensive,2.9477705911591485
EN300-19005211,COC(=O)c1cnc(N2CCNCC2)c(C)c1,235.28,Comprehensive,2.1898848510713247
EN300-6747075,CCOC(=O)Cn1cc(CCCN)nn1,212.25,Comprehensive,2.3676770748478724
EN300-27729590,CCOC(=O)c1cccc(C2CNC2)c1,205.25,Comprehensive,1.9654627891335876
EN300-692878,COC(=O)c1c(C)cc(CN)cc1C,193.24,Comprehensive,2.0033924360039883
EN300-6509059,CC(Sc1ccc(N)cc1)C(=O)OC(C)(C)C,253.36,Comprehensive,2.560803498913762
EN300-843875,CCNC[C@H]1CC[C@H](C(=O)OC)CC1,199.29,Comprehensive,2.088933840130009
EN300-8227054,COC(=O)CC1CCC(N)CC1.Cl,207.7,Comprehensive,2.3205605644884635
EN300-1749964,COC(=O)c1cc(OCCCN)oc1C,213.23,Comprehensive,2.608615670398663
EN300-1740406,COC(=O)c1ccc(CC(C)(C)CN)cc1C,235.32,Comprehensive,2.208931197225171
EN300-28244500,COC(=O)C#CC1CNC1.Cl,175.61,Comprehensive,3.558586600033493
EN300-37101061,CCOC(=O)CCOCCOCCOCCOCCN,293.36,Comprehensive,2.3476477791971053
EN300-37101800,CC(C)(C)OC(=O)CC[C@H]1C[C@@H](N)C1(C)C,227.34,Comprehensive,3.5464765916393466
EN300-6738191,COC(=O)c1ccc(CN)cc1C.Cl,215.68,Comprehensive,1.9205882779998296
EN300-27727922,CC(C)(C)OC(=O)[C@H]1C[C@H]2CNC[C@H]2C1,211.3,Comprehensive,3.605885226871528
EN300-377127,CCOC(=O)CC(=O)N1CCC2(CC1)CNC2,240.3,Comprehensive,3.0450207165897023
EN300-1071781,COC(=O)c1ccc(N2CCNCC2)nc1,221.26,Comprehensive,2.0175598465857902
EN300-134355,CCOC(=O)COc1ccc(N)cc1,195.22,Comprehensive,1.6198652010767525
EN300-9455850,CCOC(=O)c1cccc(CCCN)c1,207.27,Comprehensive,1.6588825693533682
EN300-10212862,CCOC(=O)COc1ccc(CNC)cc1,223.27,Comprehensive,1.664314629194486
EN300-8685274,CCOC(=O)CCCCCCCCN,201.31,Comprehensive,1.761848633029416
EN300-33547,CNCc1ccc(C(=O)OC)cc1.Cl,215.68,Comprehensive,1.655913849725403
EN300-6747882,CCOC(=O)CCOc1ccc(N)cc1,209.24,Comprehensive,1.692255096825896
EN300-313593,CCOC(=O)CCCCCCCCCCCN,243.39,Comprehensive,1.8084175433790168
EN300-28778430,COC(=O)c1c(C)nc(CN)nc1C,195.22,Comprehensive,2.445185783197335
EN300-27725278,CC(C)(C)OC(=O)C(F)C1CCNCC1,217.28,Comprehensive,3.194275805107892
EN300-27783307,COC(=O)C(F)(F)CN1CCNCC1,208.21,Comprehensive,2.758580180833839
EN300-372356,CCOC(=O)C12CC(CN)(C1)C2,169.22,Comprehensive,3.604033025759133
EN300-28272325,COC(=O)C(C)CCC1CCNCC1,199.29,Comprehensive,2.801040461345224
EN300-27732025,CCOC(=O)c1ccc([C@@H](C)N)cc1C,207.27,Comprehensive,2.281115035877121
EN300-1787991,COC(=O)c1cc(CCCCN)n(C)n1,211.26,Comprehensive,2.389268953700727
EN300-96673,COC(=O)c1ccc(N)c(F)c1.Cl,205.61,Comprehensive,1.891074715043791
EN300-692884,COC(=O)Cc1c(C)cc(CN)cc1C,207.27,Comprehensive,2.1299808111116096
EN300-6278242,COC(=O)CO[C@H]1CCNC1,159.18,Comprehensive,2.8701480722289965
EN300-1719579,COC(=O)CCCCCCCCCN.Cl,237.77,Comprehensive,1.923586580342377
EN300-37297131,COC(=O)c1cn(CCN)cn1.Cl.Cl,242.1,Comprehensive,2.891982563714116
EN300-7385421,CC(C)(C)OC(=O)COCCOCCOCCN,263.33,Comprehensive,2.3616838718317883
EN300-90086,COC(=O)c1ccc(CN)cn1,166.18,Comprehensive,1.9911975054637825
EN300-1653315,CCOC(=O)C12CC(N)(C1)C2,155.19,Comprehensive,3.591767677996982
EN300-27730641,CC(N)COCC(=O)OC(C)(C)C,189.25,Comprehensive,2.8129512125365768
EN300-8934387,CCOC(=O)c1cncc(CCN)c1,194.23,Comprehensive,2.032246266165512
EN300-11953198,CCOC(=O)C(CC)Cc1ccc(N)cc1,221.3,Comprehensive,2.364383364449509
EN300-45377515,CC(N)COc1ccc(C(=O)OC(C)(C)C)c(Cl)c1,285.77,Comprehensive,2.574780014443876
EN300-133080,COC(=O)C12CC(N)(C1)C2.Cl,177.63,Comprehensive,3.9185380499327382
EN300-27727454,CCOC(=O)c1ccc([C@H](C)N)cc1C,207.27,Comprehensive,2.281115035877121
EN300-20776457,COC(=O)C1CCN(CC2CCNCC2)CC1.Cl.Cl,313.26,Comprehensive,2.3965439661489505
EN300-26673732,COC(=O)CCOCCOCCN.Cl,227.69,Comprehensive,2.3495649931765463
EN300-1110900,COC(=O)CCCCn1cc(N)cn1,197.23,Comprehensive,2.243162242496872
EN300-6735776,COC(=O)c1cccc([C@H]2C[C@H](N)C2)c1.Cl,241.71,Comprehensive,2.142027596227452
EN300-8521908,COC(=O)CCSc1ccc(N)cc1,211.28,Comprehensive,1.9438865028519012
EN300-159589,CN(CC(=O)OC(C)(C)C)C1CCNCC1,228.33,Comprehensive,2.4269484753483326
EN300-247320,CC(C)(C)OC(=O)COCCOCCN,219.28,Comprehensive,2.2876331188039174
EN300-27728400,CO[C@]1(CN)C[C@H](C(=O)OC(C)(C)C)C1,215.29,Comprehensive,2.841730689654119
EN300-88458,COC(=O)C1CC2(CC(N)C2)C1.Cl,205.68,Comprehensive,3.4205596478512605
EN300-27727796,CCOC(=O)C12CC(C3CNC3)(C1)C2,195.26,Comprehensive,3.8319935911875542
EN300-7035664,CCOC(=O)CCSCCN,177.27,Comprehensive,2.304215720912614
EN300-1296263,CC(C)(C)OC(=O)CO[C@H]1CC[C@H](N)CC1,229.32,Comprehensive,2.3822962392123745
EN300-6510267,COC(=O)C1CCC(N)(C(F)(F)F)CC1,225.21,Comprehensive,2.930753237147112
EN300-27722702,CC(C)(C)OC(=O)C1CCN(CCCCN)CC1,256.38,Comprehensive,2.0458757085664843
EN300-27114654,CCOC(=O)c1cc(CN)ncn1.Cl,217.65,Comprehensive,2.456853974465526
EN300-28272132,CCOC(=O)CC1CC2(CCNC2)C1,197.27,Comprehensive,3.2523682719961133
EN300-1995540,COC(=O)c1ccc(CC2CNC2)cc1Cl,239.7,Comprehensive,2.1027974263972826
EN300-31151,CCOC(=O)c1ccc(N2CCNCC2)nc1,235.28,Comprehensive,2.009186833017949
EN300-1110907,COC(=O)CCCCn1cc(N)c(C)n1,211.26,Comprehensive,2.395219422743878
EN300-6508628,COC(=O)C1CC2(C1)CC(N)(C(F)(F)F)C2,237.22,Comprehensive,3.640802700113844
EN300-6747436,CC(C)(C)OC(=O)CCc1ccccc1CN,235.32,Comprehensive,1.93680738451614
EN300-39854684,CC(C)(C)OC(=O)c1ccc(CSCCN)o1,257.35,Comprehensive,2.5150257791649704
EN300-31825187,Cc1nc(CN)nc(C)c1C(=O)OC(C)(C)C,237.3,Comprehensive,2.5353529454769195
EN300-28229229,COC(=O)[C@H]1CCCN1C(=O)CCN,200.24,Comprehensive,2.569774749728907
EN300-25106524,CCOC(=O)CSc1ccc(N)cc1,211.28,Comprehensive,1.8644237809584112
EN300-26677356,COC(=O)C(F)[C@H]1C[C@@H](N)C1,161.17,Comprehensive,3.607322088535269
EN300-134526,COC(=O)CC(C)c1ccc(N)cc1,193.24,Comprehensive,2.316222523008257
EN300-6736151,COC(=O)C(CCCCN)CC(F)(F)F.Cl,263.68,Comprehensive,3.121838469344615
EN300-11816149,CC(N)c1ccc(C(=O)OC(C)(C)C)cc1,221.3,Comprehensive,2.2483680297841744
EN300-96950,COC(=O)CC(C)N1CCNCC1,186.14,Comprehensive,2.7505082055435697
EN300-307049,COC(=O)Cc1ccc(CN)cc1,179.22,Comprehensive,1.6431089807780577
EN300-27725367,CC(C)(C)OC(=O)c1ccc(CN)cc1Cl,241.71,Comprehensive,1.9488177061175629
EN300-8631568,CCOC(=O)C1CC2(CCNCC2)C1,197.27,Comprehensive,3.019859396256466
EN300-88730,COC(=O)c1ccc(OC2CCNCC2)cc1.Cl,271.74,Comprehensive,2.031666502914991
EN300-2846509,COC(=O)C1CCN(C2CNC2)CC1,198.26,Comprehensive,2.2490166803666938
EN300-7492224,COC(=O)C12CC(C3CNC3)(C1)C2,181.23,Comprehensive,3.968367822154604
EN300-27724968,CCOC(=O)c1ccc(CCN)c(OC)c1,223.27,Comprehensive,1.7702191047189615
EN300-295362,CC(C)(C)OC(=O)CCCCCCCN,215.33,Comprehensive,1.904094657265457
EN300-27731708,CC(C)(C)OC(=O)CC12CC(N)(C1)C2,197.27,Comprehensive,3.663990454864418
EN300-377148,COC(=O)CC(=O)N1CC2(CCNCC2)C1,226.27,Comprehensive,3.1263403574565025
EN300-6906022,COC(=O)C1CC(F)(CN)C1,161.17,Comprehensive,3.0889448417917347
EN300-256541,CCOC(=O)C(F)(F)CN1CCNCC1,222.23,Comprehensive,2.706261449010297
EN300-9058918,COC(=O)Cc1cc(C)c(N)cc1Cl,213.66,Comprehensive,2.130604910016464
EN300-1827616,COC(=O)c1ccccc1CCCN,193.24,Comprehensive,1.7384166803666954
EN300-26915651,CCOC(=O)c1cccc(OCCCN)c1,223.27,Comprehensive,1.6792223215021789
EN300-1742597,COC(=O)c1ccc(C2CCNCC2)cc1C,233.31,Comprehensive,2.0910723510713254
EN300-30991551,CC(OC1CNC1)C(=O)OC(C)(C)C,201.26,Comprehensive,3.0398259643038053
EN300-7538429,COC(=O)Cc1ccc(N)c(OC)c1.Cl,231.68,Comprehensive,1.949472763774331
EN300-136488,CCOC(=O)C(CC)Oc1ccc(N)cc1.Cl,259.73,Comprehensive,2.502114268144531
EN300-1146271,COC(=O)C(C)(C)COC1CNC1,187.24,Comprehensive,2.846946537339143
EN300-27101536,COC(=O)c1cncc(CCCN)c1.Cl.Cl,267.15,Comprehensive,2.3232205203764758
EN300-108007,COC(=O)c1ccc(N)cc1F,169.15,Comprehensive,1.7719877152539905
EN300-8649158,CCOC(=O)c1ccc([C@H](C)N)cc1,193.24,Comprehensive,2.036125761874654
EN300-305190,COC(=O)c1ccc(CN)c(F)c1.Cl,219.64,Comprehensive,1.986272893384445
EN300-27779198,COC(=O)c1cccc(CCN)n1.Cl.Cl,253.13,Comprehensive,2.371726641071122
EN300-1738481,COC(=O)c1ccc(CCCCN)o1,197.23,Comprehensive,2.1161859111359256
EN300-80946,COC(=O)CCC(C)CCN,159.23,Comprehensive,2.5971622931582328
EN300-6762331,CNCCCCC(=O)OC(C)(C)C.Cl,223.74,Comprehensive,2.133023442834995
EN300-6510230,Cc1nc(C(=O)OC(C)(C)C)ccc1N,208.26,Comprehensive,2.337804124721078
EN300-1742569,COC(=O)c1ccc(N2CCNCC2)cc1C,234.29,Comprehensive,1.97586946645594
EN300-22457731,CCOC(=O)c1cccc(OCCNC)c1,223.27,Comprehensive,1.7262653984252552
EN300-1717561,COC(=O)CC[C@H]1C[C@@H](N)C1,157.21,Comprehensive,2.3296608137508112
EN300-27727799,CCOC(=O)CC1CC2(CNC2)C1,183.25,Comprehensive,3.253357326422691
EN300-222461,CCOC(=O)C(F)C1CNC1.Cl,197.63,Comprehensive,3.4489923246348884
EN300-1692624,COC(=O)Cc1c(Cl)cc(N)cc1Cl,234.08,Comprehensive,2.212555429766983
EN300-28257499,COC(=O)C1CCC2(CC1)CC(CN)C2.Cl,247.76,Comprehensive,3.2913262715424167
EN300-27724946,CC(C)(C)OC(=O)c1ccn(CCCN)n1,225.29,Comprehensive,2.374532732951195
